Date,Month,Season,Temperature_C,Weather_Condition,Gender,Brand,Product Name,Fabric,Price_INR,Description
2025-07-18,July,Monsoon,29.4,Overcast,Unisex,Raymond,Vintage Rayon Water Resistant Windcheater,Rayon,13653,A vintage water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-19,July,Monsoon,31.5,Humid,Unisex,Pantaloons,Sustainable Polyester Nylon Cargo Shorts,Polyester,10132,A sustainable nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-20,July,Monsoon,24.3,Humid,Unisex,Manyavar,Bohemian Polyester Polyester Rain Jacket,Polyester,4426,A bohemian polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-21,July,Monsoon,31.0,Rainy,Women,Louis Philippe,Sustainable Rayon Cropped Capris,Rayon,12864,A sustainable cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-22,July,Monsoon,25.7,Humid,Men,Manyavar,Designer Rayon Polyester Rain Jacket,Rayon,2966,A designer polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-23,July,Monsoon,29.5,Humid,Men,Westside,Modern Rayon Water Resistant Windcheater,Rayon,9454,A modern water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-07-24,July,Monsoon,31.0,Overcast,Unisex,Louis Philippe,Premium Polyester Quick-Dry Polo T-Shirt,Polyester,4737,A premium quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-25,July,Monsoon,32.3,Overcast,Women,W for Woman,Designer Rayon Quick-Dry Polo T-Shirt,Rayon,14303,A designer quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-26,July,Monsoon,28.8,Rainy,Unisex,Louis Philippe,Vintage Rayon Polyester Rain Jacket,Rayon,2133,A vintage polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-07-27,July,Monsoon,26.3,Overcast,Men,Manyavar,Elegant Rayon Polyester Rain Jacket,Rayon,11772,A elegant polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-28,July,Monsoon,31.1,Rainy,Men,Pantaloons,Bohemian Rayon Ankle Length Leggings,Rayon,5559,A bohemian ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-07-29,July,Monsoon,30.7,Overcast,Women,W for Woman,Classic Polyester Water Resistant Windcheater,Polyester,6463,A classic water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-07-30,July,Monsoon,33.5,Rainy,Unisex,Manyavar,Elegant Rayon Synthetic Blend Kurti,Rayon,2312,A elegant synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-07-31,July,Monsoon,26.9,Humid,Men,W for Woman,Elegant Polyester Nylon Cargo Shorts,Polyester,13163,A elegant nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-08-01,August,Monsoon,28.9,Humid,Men,Raymond,Vintage Rayon Synthetic Blend Kurti,Rayon,3280,A vintage synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-08-02,August,Monsoon,29.2,Humid,Women,Pantaloons,Designer Polyester Nylon Cargo Shorts,Polyester,13537,A designer nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-03,August,Monsoon,30.4,Stormy,Men,Louis Philippe,Modern Rayon Ankle Length Leggings,Rayon,7548,A modern ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-04,August,Monsoon,25.6,Stormy,Men,FabIndia,Sustainable Rayon Cropped Capris,Rayon,2705,A sustainable cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-05,August,Monsoon,29.6,Humid,Women,Manyavar,Modern Polyester Nylon Cargo Shorts,Polyester,2191,A modern nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-06,August,Monsoon,31.0,Stormy,Unisex,Biba,Urban Polyester Synthetic Blend Kurti,Polyester,10297,A urban synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-07,August,Monsoon,31.2,Humid,Men,Pantaloons,Elegant Rayon Ankle Length Leggings,Rayon,7550,A elegant ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-08-08,August,Monsoon,31.9,Heavy Rain,Men,Westside,Elegant Polyester Synthetic Blend Kurti,Polyester,11201,A elegant synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-09,August,Monsoon,31.9,Heavy Rain,Unisex,Biba,Premium Polyester Synthetic Blend Kurti,Polyester,9267,A premium synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-10,August,Monsoon,29.3,Stormy,Men,Biba,Sustainable Polyester Water Resistant Windcheater,Polyester,12541,A sustainable water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-08-11,August,Monsoon,30.7,Stormy,Men,Westside,Sustainable Rayon Cropped Capris,Rayon,7866,A sustainable cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-12,August,Monsoon,32.6,Heavy Rain,Men,Pantaloons,Modern Polyester Cropped Capris,Polyester,10209,A modern cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-13,August,Monsoon,28.0,Stormy,Men,FabIndia,Classic Polyester Nylon Cargo Shorts,Polyester,1517,A classic nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-14,August,Monsoon,30.5,Stormy,Women,Westside,Designer Rayon Quick-Dry Polo T-Shirt,Rayon,13526,A designer quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-08-15,August,Monsoon,27.3,Stormy,Unisex,Allen Solly,Bohemian Rayon Nylon Cargo Shorts,Rayon,6091,A bohemian nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-16,August,Monsoon,31.5,Heavy Rain,Women,Manyavar,Designer Polyester Quick-Dry Polo T-Shirt,Polyester,3900,A designer quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-17,August,Monsoon,32.7,Heavy Rain,Unisex,FabIndia,Classic Polyester Polyester Rain Jacket,Polyester,6893,A classic polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-18,August,Monsoon,31.4,Stormy,Women,Peter England,Premium Polyester Ankle Length Leggings,Polyester,8902,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-19,August,Monsoon,33.4,Stormy,Unisex,Allen Solly,Bohemian Rayon Ankle Length Leggings,Rayon,2419,A bohemian ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-08-20,August,Monsoon,31.5,Stormy,Women,Allen Solly,Sustainable Polyester Water Resistant Windcheater,Polyester,9525,A sustainable water resistant windcheater crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-08-21,August,Monsoon,32.6,Humid,Women,Manyavar,Elegant Polyester Polyester Rain Jacket,Polyester,1957,A elegant polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-22,August,Monsoon,29.6,Heavy Rain,Women,Manyavar,Modern Polyester Ankle Length Leggings,Polyester,12300,A modern ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-08-23,August,Monsoon,26.4,Stormy,Men,Westside,Bohemian Rayon Quick-Dry Polo T-Shirt,Rayon,3280,A bohemian quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-08-24,August,Monsoon,27.9,Humid,Men,Biba,Handcrafted Polyester Cropped Capris,Polyester,12563,A handcrafted cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-08-25,August,Monsoon,27.3,Heavy Rain,Women,W for Woman,Designer Polyester Ankle Length Leggings,Polyester,1317,A designer ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-26,August,Monsoon,31.0,Humid,Men,Pantaloons,Designer Polyester Nylon Cargo Shorts,Polyester,6038,A designer nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-27,August,Monsoon,31.9,Stormy,Men,Westside,Urban Polyester Nylon Cargo Shorts,Polyester,4307,A urban nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-08-28,August,Monsoon,29.7,Stormy,Women,FabIndia,Premium Rayon Polyester Rain Jacket,Rayon,11648,A premium polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-08-29,August,Monsoon,30.7,Heavy Rain,Men,Louis Philippe,Vintage Polyester Cropped Capris,Polyester,5057,A vintage cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-08-30,August,Monsoon,27.4,Stormy,Unisex,Biba,Premium Rayon Cropped Capris,Rayon,7345,A premium cropped capris crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-08-31,August,Monsoon,27.0,Humid,Men,Westside,Handcrafted Rayon Quick-Dry Polo T-Shirt,Rayon,14406,A handcrafted quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-01,September,Monsoon,32.0,Humid,Men,Manyavar,Modern Rayon Polyester Rain Jacket,Rayon,12636,A modern polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-09-02,September,Monsoon,30.8,Clearing,Men,Peter England,Modern Polyester Cropped Capris,Polyester,4322,A modern cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-09-03,September,Monsoon,29.4,Clearing,Unisex,Biba,Elegant Rayon Quick-Dry Polo T-Shirt,Rayon,5567,A elegant quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-04,September,Monsoon,32.1,Clearing,Unisex,W for Woman,Bohemian Rayon Ankle Length Leggings,Rayon,10424,A bohemian ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-05,September,Monsoon,26.2,Clearing,Men,W for Woman,Bohemian Rayon Ankle Length Leggings,Rayon,2153,A bohemian ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-06,September,Monsoon,33.8,Humid,Women,Manyavar,Handcrafted Polyester Quick-Dry Polo T-Shirt,Polyester,8891,A handcrafted quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-09-07,September,Monsoon,29.9,Showers,Men,Westside,Elegant Rayon Water Resistant Windcheater,Rayon,6110,A elegant water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-08,September,Monsoon,27.4,Humid,Men,Raymond,Urban Polyester Quick-Dry Polo T-Shirt,Polyester,11504,A urban quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Banaras.
2025-09-09,September,Monsoon,30.7,Clearing,Unisex,W for Woman,Sustainable Rayon Quick-Dry Polo T-Shirt,Rayon,8514,A sustainable quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-10,September,Monsoon,29.7,Showers,Unisex,FabIndia,Handcrafted Polyester Quick-Dry Polo T-Shirt,Polyester,1275,A handcrafted quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-11,September,Monsoon,31.1,Showers,Unisex,Louis Philippe,Modern Rayon Synthetic Blend Kurti,Rayon,4747,A modern synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-09-12,September,Monsoon,28.1,Showers,Women,Peter England,Premium Polyester Synthetic Blend Kurti,Polyester,13248,A premium synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-09-13,September,Monsoon,29.9,Clearing,Women,FabIndia,Vintage Rayon Nylon Cargo Shorts,Rayon,9198,A vintage nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kolkata.
2025-09-14,September,Monsoon,33.6,Clearing,Men,FabIndia,Vintage Polyester Polyester Rain Jacket,Polyester,6675,A vintage polyester rain jacket crafted from polyester. Perfect for the monsoon weather in India. Sourced from Surat.
2025-09-15,September,Monsoon,31.3,Showers,Men,Manyavar,Elegant Polyester Ankle Length Leggings,Polyester,12008,A elegant ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Jaipur.
2025-09-16,September,Monsoon,28.3,Humid,Unisex,Allen Solly,Designer Rayon Synthetic Blend Kurti,Rayon,14402,A designer synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-17,September,Monsoon,35.3,Showers,Men,Biba,Modern Rayon Synthetic Blend Kurti,Rayon,11773,A modern synthetic blend kurti crafted from rayon. Perfect for the monsoon weather in India. Sourced from Surat.
2025-09-18,September,Monsoon,32.0,Showers,Men,Allen Solly,Elegant Polyester Synthetic Blend Kurti,Polyester,14074,A elegant synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-19,September,Monsoon,25.9,Clearing,Women,Allen Solly,Modern Polyester Nylon Cargo Shorts,Polyester,6386,A modern nylon cargo shorts crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-20,September,Monsoon,35.4,Humid,Men,Biba,Elegant Rayon Polyester Rain Jacket,Rayon,3433,A elegant polyester rain jacket crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-21,September,Monsoon,27.8,Showers,Men,W for Woman,Designer Polyester Ankle Length Leggings,Polyester,9299,A designer ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-09-22,September,Monsoon,24.6,Humid,Unisex,Westside,Bohemian Rayon Ankle Length Leggings,Rayon,4465,A bohemian ankle length leggings crafted from rayon. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-23,September,Monsoon,28.6,Showers,Unisex,Peter England,Modern Polyester Cropped Capris,Polyester,1343,A modern cropped capris crafted from polyester. Perfect for the monsoon weather in India. Sourced from Kashmir.
2025-09-24,September,Monsoon,29.0,Showers,Women,Allen Solly,Classic Rayon Quick-Dry Polo T-Shirt,Rayon,12556,A classic quick-dry polo t-shirt crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-25,September,Monsoon,30.0,Showers,Women,Westside,Urban Rayon Water Resistant Windcheater,Rayon,10895,A urban water resistant windcheater crafted from rayon. Perfect for the monsoon weather in India. Sourced from Mumbai.
2025-09-26,September,Monsoon,30.3,Showers,Women,Louis Philippe,Premium Polyester Ankle Length Leggings,Polyester,4684,A premium ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-09-27,September,Monsoon,33.8,Clearing,Unisex,Raymond,Modern Polyester Quick-Dry Polo T-Shirt,Polyester,6721,A modern quick-dry polo t-shirt crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-28,September,Monsoon,29.6,Humid,Unisex,Biba,Sustainable Polyester Ankle Length Leggings,Polyester,13651,A sustainable ankle length leggings crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-29,September,Monsoon,30.2,Humid,Men,Biba,Handcrafted Polyester Synthetic Blend Kurti,Polyester,5314,A handcrafted synthetic blend kurti crafted from polyester. Perfect for the monsoon weather in India. Sourced from Mysore.
2025-09-30,September,Monsoon,26.3,Showers,Unisex,Biba,Bohemian Rayon Nylon Cargo Shorts,Rayon,1361,A bohemian nylon cargo shorts crafted from rayon. Perfect for the monsoon weather in India. Sourced from Ludhiana.
2025-10-01,October,Autumn,31.4,Clear,Unisex,Louis Philippe,Elegant Silk Long Sleeve T-Shirt,Silk,879,A elegant long sleeve t-shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-02,October,Autumn,25.5,Clear,Men,Biba,Elegant Silk Long Sleeve T-Shirt,Silk,6564,A elegant long sleeve t-shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-03,October,Autumn,31.3,Pleasant,Men,W for Woman,Urban Silk Denim Trucker Jacket,Silk,13990,A urban denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-10-04,October,Autumn,27.3,Pleasant,Unisex,Pantaloons,Modern Denim Denim Trucker Jacket,Denim,10231,A modern denim trucker jacket crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-05,October,Autumn,31.2,Breezy,Men,FabIndia,Handcrafted Silk Lightweight Flannel Shirt,Silk,13571,A handcrafted lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-06,October,Autumn,28.3,Pleasant,Men,Raymond,Elegant Denim Silk Blend Dupatta,Denim,12792,A elegant silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-07,October,Autumn,27.7,Pleasant,Women,FabIndia,Urban Denim Casual Blazer,Denim,9941,A urban casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-10-08,October,Autumn,30.5,Clear,Unisex,Westside,Classic Silk Denim Trucker Jacket,Silk,3092,A classic denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-09,October,Autumn,25.4,Breezy,Unisex,Raymond,Bohemian Denim Denim Trucker Jacket,Denim,4811,A bohemian denim trucker jacket crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-10,October,Autumn,25.6,Pleasant,Women,Manyavar,Sustainable Silk Layered Hoodie,Silk,11087,A sustainable layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-10-11,October,Autumn,25.8,Pleasant,Men,W for Woman,Classic Denim Layered Hoodie,Denim,8356,A classic layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-12,October,Autumn,31.1,Clear,Unisex,Raymond,Modern Denim Knitted Poncho,Denim,8628,A modern knitted poncho crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-13,October,Autumn,28.7,Breezy,Women,Biba,Vintage Silk Lightweight Flannel Shirt,Silk,9006,A vintage lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-14,October,Autumn,25.6,Breezy,Men,Pantaloons,Elegant Silk Casual Blazer,Silk,7818,A elegant casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-15,October,Autumn,31.9,Clear,Unisex,Louis Philippe,Handcrafted Silk Long Sleeve T-Shirt,Silk,13085,A handcrafted long sleeve t-shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Surat.
2025-10-16,October,Autumn,30.3,Clear,Men,Manyavar,Classic Denim Silk Blend Dupatta,Denim,12217,A classic silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-17,October,Autumn,27.1,Breezy,Unisex,Allen Solly,Designer Denim Lightweight Flannel Shirt,Denim,14482,A designer lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-18,October,Autumn,32.8,Clear,Unisex,Louis Philippe,Classic Denim Silk Blend Dupatta,Denim,4026,A classic silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-10-19,October,Autumn,31.5,Clear,Unisex,W for Woman,Urban Denim Casual Blazer,Denim,7129,A urban casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-20,October,Autumn,25.8,Clear,Men,Manyavar,Premium Denim Knitted Poncho,Denim,13700,A premium knitted poncho crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-21,October,Autumn,26.1,Clear,Unisex,W for Woman,Bohemian Silk Layered Hoodie,Silk,3311,A bohemian layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-22,October,Autumn,28.3,Pleasant,Unisex,Peter England,Premium Silk Casual Blazer,Silk,11893,A premium casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-23,October,Autumn,23.8,Breezy,Unisex,Westside,Elegant Denim Silk Blend Dupatta,Denim,1075,A elegant silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-10-24,October,Autumn,28.6,Pleasant,Unisex,Peter England,Urban Silk Knitted Poncho,Silk,2524,A urban knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-10-25,October,Autumn,30.0,Pleasant,Women,Biba,Urban Silk Silk Blend Dupatta,Silk,10730,A urban silk blend dupatta crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-10-26,October,Autumn,24.7,Pleasant,Women,Allen Solly,Elegant Silk Casual Blazer,Silk,12493,A elegant casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-27,October,Autumn,29.4,Clear,Men,FabIndia,Bohemian Silk Casual Blazer,Silk,3703,A bohemian casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-10-28,October,Autumn,32.3,Clear,Women,Louis Philippe,Bohemian Silk Lightweight Flannel Shirt,Silk,1881,A bohemian lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-10-29,October,Autumn,27.7,Breezy,Women,Pantaloons,Premium Silk Knitted Poncho,Silk,1420,A premium knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-10-30,October,Autumn,33.0,Clear,Men,FabIndia,Sustainable Silk Casual Blazer,Silk,1839,A sustainable casual blazer crafted from silk. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-10-31,October,Autumn,28.1,Breezy,Men,Biba,Vintage Silk Knitted Poncho,Silk,13099,A vintage knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-11-01,November,Autumn,26.4,Clear,Men,Raymond,Premium Denim Lightweight Flannel Shirt,Denim,2564,A premium lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-02,November,Autumn,25.0,Cooling,Men,Manyavar,Elegant Denim Casual Blazer,Denim,9961,A elegant casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-03,November,Autumn,17.6,Dry,Unisex,Biba,Classic Silk Denim Trucker Jacket,Silk,9771,A classic denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-04,November,Autumn,23.4,Dry,Unisex,Louis Philippe,Designer Silk Denim Trucker Jacket,Silk,3370,A designer denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-05,November,Autumn,22.0,Cooling,Unisex,Biba,Bohemian Silk Denim Trucker Jacket,Silk,14608,A bohemian denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-06,November,Autumn,26.9,Cooling,Men,Peter England,Vintage Denim Casual Blazer,Denim,10902,A vintage casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-07,November,Autumn,19.9,Clear,Unisex,Biba,Handcrafted Denim Layered Hoodie,Denim,13828,A handcrafted layered hoodie crafted from denim. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-08,November,Autumn,27.6,Cooling,Men,Raymond,Urban Denim Silk Blend Dupatta,Denim,12197,A urban silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-09,November,Autumn,14.7,Dry,Women,Peter England,Vintage Denim Long Sleeve T-Shirt,Denim,8240,A vintage long sleeve t-shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-11-10,November,Autumn,17.9,Dry,Unisex,Biba,Modern Silk Layered Hoodie,Silk,6227,A modern layered hoodie crafted from silk. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-11-11,November,Autumn,19.3,Dry,Men,Louis Philippe,Designer Denim Lightweight Flannel Shirt,Denim,5151,A designer lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Mysore.
2025-11-12,November,Autumn,17.5,Clear,Men,Westside,Premium Denim Lightweight Flannel Shirt,Denim,12346,A premium lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-13,November,Autumn,24.9,Cooling,Men,FabIndia,Sustainable Denim Casual Blazer,Denim,4074,A sustainable casual blazer crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-14,November,Autumn,19.0,Cooling,Unisex,Peter England,Handcrafted Denim Lightweight Flannel Shirt,Denim,7230,A handcrafted lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Mumbai.
2025-11-15,November,Autumn,27.3,Clear,Women,Peter England,Premium Silk Knitted Poncho,Silk,13400,A premium knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-16,November,Autumn,20.7,Clear,Women,W for Woman,Elegant Denim Lightweight Flannel Shirt,Denim,6397,A elegant lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-11-17,November,Autumn,23.5,Dry,Men,Raymond,Bohemian Denim Silk Blend Dupatta,Denim,11451,A bohemian silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Surat.
2025-11-18,November,Autumn,22.6,Cooling,Women,Louis Philippe,Elegant Silk Denim Trucker Jacket,Silk,11565,A elegant denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-19,November,Autumn,18.1,Dry,Unisex,Raymond,Bohemian Denim Silk Blend Dupatta,Denim,6682,A bohemian silk blend dupatta crafted from denim. Perfect for the autumn weather in India. Sourced from Ludhiana.
2025-11-20,November,Autumn,25.3,Clear,Unisex,Peter England,Urban Silk Lightweight Flannel Shirt,Silk,4362,A urban lightweight flannel shirt crafted from silk. Perfect for the autumn weather in India. Sourced from Jaipur.
2025-11-21,November,Autumn,26.6,Clear,Women,Louis Philippe,Sustainable Silk Knitted Poncho,Silk,14441,A sustainable knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Kashmir.
2025-11-22,November,Autumn,25.1,Dry,Unisex,Westside,Modern Denim Knitted Poncho,Denim,8500,A modern knitted poncho crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-23,November,Autumn,26.8,Clear,Men,W for Woman,Bohemian Silk Silk Blend Dupatta,Silk,8101,A bohemian silk blend dupatta crafted from silk. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-24,November,Autumn,17.8,Clear,Women,Manyavar,Urban Silk Knitted Poncho,Silk,6007,A urban knitted poncho crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
2025-11-25,November,Autumn,21.8,Cooling,Women,Allen Solly,Urban Denim Lightweight Flannel Shirt,Denim,5912,A urban lightweight flannel shirt crafted from denim. Perfect for the autumn weather in India. Sourced from Kolkata.
2025-11-26,November,Autumn,15.7,Clear,Unisex,Peter England,Modern Silk Denim Trucker Jacket,Silk,8021,A modern denim trucker jacket crafted from silk. Perfect for the autumn weather in India. Sourced from Banaras.
